OBEC, ULICA, PSC, DPOSTA, OKRES
 Ábelová;;985 13;Ábelová;Lučenec
  Bratislava;Klincová;821 08;Bratislava 2;Bratislava I
  Bratislava;Klobučnícka;811 01;Bratislava 1;Bratislava I
  Bratislava;Klokočova;851 01;Bratislava 5;Bratislava I
  Bratislava;Kľukatá;821 05;Bratislava 2;Bratislava I
  Bratislava;Kĺzavá;831 01;Bratislava 37;Bratislava I
  Bratislava;Kmeťovo námestie;811 07;Bratislava 1;Bratislava I
  Bratislava;Knižková dolina;831 06;Bratislava 35;Bratislava I
  Bratislava;Koceľova;821 08;Bratislava 2;Bratislava I
  Bratislava;Kočánkova;851 04;Bratislava 5;Bratislava I
  Bratislava;Kohútova;821 08;Bratislava 2;Bratislava I
  Bratislava;Koľajná;831 06;Bratislava 35;Bratislava I
  Bratislava;Kolárska;811 06;Bratislava 1;Bratislava I
  Bratislava;Kolískova;841 05;Bratislava 4;Bratislava I
  Bratislava;Kollárova;841 06;Bratislava 48;Bratislava I
  Bratislava;Kollárovo námestie;811 07;Bratislava 1;Bratislava I
  Bratislava;Kollárovo námestie;811 06;Bratislava 1;Bratislava I
  Bratislava;Kolmá;851 01;Bratislava 5;Bratislava I
  Bratislava;Komárňanská;821 05;Bratislava 2;Bratislava I
  Bratislava;Komárnická;821 03;Bratislava 2;Bratislava I
  Bratislava;Komárnická;821 02;Bratislava 2;Bratislava I
  Bratislava;Komárovská;821 06;Bratislava 214;Bratislava I
  Bratislava;Komenského námestie;811 01;Bratislava 1;Bratislava I
  Bratislava;Kominárska;831 04;Bratislava 3;Bratislava I
  Bratislava;Komonicová;841 05;Bratislava 4;Bratislava I
  Bratislava;Koncová;831 07;Bratislava 36;Bratislava I
  Bratislava;Koniarkova;831 07;Bratislava 36;Bratislava I
  Bratislava;Konopná;821 05;Bratislava 2;Bratislava I
  Bratislava;Konvalinková;841 04;Bratislava 4;Bratislava I
  Bratislava;Konventná;811 03;Bratislava 1;Bratislava I
  Bratislava;Kopanice;821 04;Bratislava 2;Bratislava I
  Bratislava;Kopčianska;851 01;Bratislava 5;Bratislava I
  Bratislava;Koperníkova;821 04;Bratislava 2;Bratislava I
  Bratislava;Koprivnická;841 02;Bratislava 42;Bratislava I
  Bratislava;Koprivnická;841 01;Bratislava 42;Bratislava I
  Bratislava;Korabinského;811 02;Bratislava 1;Bratislava I
  Bratislava;Kórejská;851 10;Bratislava 59;Bratislava I
  Bratislava;Koreničova;811 03;Bratislava 1;Bratislava I
  Bratislava;Koreňová;851 10;Bratislav 59;Bratislava I
  Bratislava;Korunská;841 10;Bratislava 49;Bratislava I
  Bratislava;Korytnická;821 06;Bratislava 214;Bratislava I
  Bratislava;Kosatcová;841 07;Bratislava 49;Bratislava I
  Bratislava;Kosodrevinová;821 07;Bratislava 214;Bratislava I
  Bratislava;Kostkova;;;Bratislava I
  Bratislava;Kostlivého;821 03;Bratislava 2;Bratislava I
  Bratislava;Kostolná;811 01;Bratislava 1;Bratislava I
  Bratislava;Kostrova;;;Bratislava I
  Bratislava;Košická;821 09;Bratislava 2;Bratislava I
  Bratislava;Košická;821 08;Bratislava 2;Bratislava I
  Bratislava;Košická;821 08;Bratislava 2;Bratislava I
  Bratislava;Kovácsova;851 10;Bratislava 59;Bratislava I
  Bratislava;Kováčska;831 04;Bratislava 3;Bratislava I
  Bratislava;Kovorobotnícka;821 04;Bratislava 2;Bratislava I
  Bratislava;Kovová;821 06;Bratislava 214;Bratislava I
  Bratislava;Kozia;811 03;Bratislava 1;Bratislava I
  Bratislava;Koziarka;830 00;Bratislava 3;Bratislava I
  Bratislava;Kozičova;841 10;Bratislava 49;Bratislava I
  Bratislava;Kozmonautická;821 02;Bratislava 2;Bratislava I
  Bratislava;Kožušnícka;851 10;Bratislava 59;Bratislava I
  Bratislava;Kôprová;821 07;Bratislava 214;Bratislava I
  Bratislava;Kôstková;851 10;Bratislava 59;Bratislava I
  Bratislava;kpt. Rašu;;;Bratislava I
  Bratislava;Krahulčia;831 01;Bratislava 37;Bratislava I
  Bratislava;Krajinská;821 06;Bratislava 214;Bratislava I
  Bratislava;Krajinská cesta;821 07;Bratislava 214;Bratislava I
  Bratislava;Krajná;821 04;Bratislava 2;Bratislava I
  Bratislava;Krakovská;811 03;Bratislava 1;Bratislava I
  Bratislava;Králikova;;;Bratislava I
  Bratislava;Kráľova;;;Bratislava I
  Bratislava;Kráľova;;;Bratislava I
  Bratislava;Kráľovské údolie;811 02;Bratislava 1;Bratislava I
  Bratislava;Krasinského;821 04;Bratislava 2;Bratislava I
  Bratislava;Kraskova;831 02;Bratislava 3;Bratislava I
  Bratislava;Krásna;821 05;Bratislava 2;Bratislava I
  Bratislava;Krásna hôrka;;;Bratislava I
  Bratislava;Krásnohorská;851 07;Bratislava 5;Bratislava I
  Bratislava;Krasovského;851 01;Bratislava 5;Bratislava I
  Bratislava;Kratiny;831 07;Bratislava 36;Bratislava I
  Bratislava;Krátka;811 03;Bratislava 1;Bratislava I
  Bratislava;Krčméryho;811 04;Bratislava 1;Bratislava I
  Bratislava;Kremeľská;841 10;Bratislava 49;Bratislava I
  Bratislava;Kremencová;841 07;Bratislava 49;Bratislava I
  Bratislava;Kremnická;851 01;Bratislava 5;Bratislava I
  Bratislava;Kresánkova;841 05;Bratislava 4;Bratislava I
  Bratislava;Kríková;821 07;Bratislava 214;Bratislava I
  Bratislava;Krivá;811 04;Bratislava 1;Bratislava I
  Bratislava;Križkova;811 04;Bratislava 1;Bratislava I
  Bratislava;Krížna;831 04;Bratislava 3;Bratislava I
  Bratislava;Krížna;821 08;Bratislava 2;Bratislava I
  Bratislava;Krížna;811 07;Bratislava 1;Bratislava I
  Bratislava;Krížna;811 07;Bratislava 1;Bratislava I
  Bratislava;Krmanova;811 03;Bratislava 1;Bratislava I
  Bratislava;Krokusová;821 07;Bratislava 214;Bratislava I
  Bratislava;Krompašská;821 04;Bratislava 2;Bratislava I
  Bratislava;Krónerova;;;Bratislava I
  Bratislava;Krupinská;851 01;Bratislava 5;Bratislava I
  Bratislava;Kubačova;831 06;Bratislava 35;Bratislava I
  Bratislava;Kubániho;811 04;Bratislava 1;Bratislava I
  Bratislava;Kubínska;851 01;Bratislava 5;Bratislava I
  Bratislava;Kudlákova;841 01;Bratislava 42;Bratislava I
  Bratislava;Kuklovská;841 04;Bratislava 4;Bratislava I
  Bratislava;Kúkoľová;831 07;Bratislava 36;Bratislava I
  Bratislava;Kukučínova;831 03;Bratislava 3;Bratislava I
  Bratislava;Kukuričná;831 03;Bratislava 3;Bratislava I
  Bratislava;Kulíškova;821 08;Bratislava 2;Bratislava I
  Bratislava;Kultúrna;821 04;Bratislava 2;Bratislava I
  Bratislava;Kuneradská;841 03;Bratislava 42;Bratislava I
  Bratislava;Kupeckého;821 08;Bratislava 2;Bratislava I
  Bratislava;Kúpeľná;811 02;Bratislava 1;Bratislava I
  Bratislava;Kurucova;831 01;Bratislava 37;Bratislava I
  Bratislava;Kutlíkova;851 02;Bratislava 5;Bratislava I
  Bratislava;Kutuzovova;831 03;Bratislava 3;Bratislava I
  Bratislava;Kuzmányho;811 06;Bratislava 1;Bratislava I
  Bratislava;Kvačalova;821 08;Bratislava 2;Bratislava I
  Bratislava;Kvetinárska;821 06;Bratislava 214;Bratislava I
  Bratislava;Kvetná;821 08;Bratislava 2;Bratislava I
  Bratislava;Kýčerského;811 05;Bratislava 1;Bratislava I
  Bratislava;Kyjevská;831 02;Bratislava 3;Bratislava I
  Bratislava;Kysucká;811 04;Bratislava 1;Bratislava I
  Bratislava;Laborecká;831 04;Bratislava 3;Bratislava I
  Bratislava;Lackova;841 04;Bratislava 4;Bratislava I
  Bratislava;Ladislava Batthyányh;851 10;Bratislava 59;Bratislava I
  Bratislava;Ladislava Dérera;831 01;Bratislava 37;Bratislava I
  Bratislava;Ladislava Sáru;841 04;Bratislava 4;Bratislava I
  Bratislava;Ľadová;811 05;Bratislava 1;Bratislava I
  Bratislava;Ladzianskeho;831 01;Bratislava 37;Bratislava I
  Bratislava;Lachova;851 03;Bratislava 5;Bratislava I
  Bratislava;Ľaliová;821 05;Bratislava 2;Bratislava I
  Bratislava;Lamačská cesta;841 04;Bratislava 4;Bratislava I
  Bratislava;Lamačská cesta;841 03;Bratislava 42;Bratislava I
  Bratislava;Lamačská cesta;811 04;Bratislava 1;Bratislava I
  Bratislava;Lamanského;831 03;Bratislava 3;Bratislava I
  Bratislava;Landauova;841 01;Bratislava 42;Bratislava I
  Bratislava;Landererova;811 09;Bratislava 1;Bratislava I
  Bratislava;Langsfeldova;811 04;Bratislava 1;Bratislava I
  Bratislava;Ľanová;821 01;Bratislava 2;Bratislava I
  Bratislava;Laskomerského;831 03;Bratislava 3;Bratislava I
  Bratislava;Laténská;851 10;Bratislava 59;Bratislava I
  Bratislava;Latorická;821 07;Bratislava 214;Bratislava I
  Bratislava;Laučekova;811 04;Bratislava 1;Bratislava I
  Bratislava;Laurinská;811 01;Bratislava 1;Bratislava I
  Bratislava;Lazaretská;811 09;Bratislava 1;Bratislava I
  Bratislava;Lazaretská;811 08;Bratislava 1;Bratislava I
  Bratislava;Leánska;831 52;Bratislava 34;Bratislava I
  Bratislava;Lediny;841 03;Bratislava 42;Bratislava I
  Bratislava;Legerského;831 02;Bratislava 3;Bratislava I
  Bratislava;Legionárska;831 04;Bratislava 3;Bratislava I
  Bratislava;Legionárska;811 07;Bratislava 1;Bratislava I
  Bratislava;Lehotského;811 06;Bratislava 1;Bratislava I
  Bratislava;Lehotského;811 05;Bratislava 1;Bratislava I
  Bratislava;Leknová;821 07;Bratislava 214;Bratislava I
  Bratislava;Lenardova;851 01;Bratislava 5;Bratislava I
  Bratislava;Leopoldov majer;;;Bratislava I
  Bratislava;Lermontovova;811 05;Bratislava 1;Bratislava I
  Bratislava;Lesná;811 04;Bratislava 1;Bratislava I
  Bratislava;Lesnícka;851 10;Bratislava 59;Bratislava I
  Bratislava;Leškova;811 04;Bratislava 1;Bratislava I
  Bratislava;Letecká;831 03;Bratislava 3;Bratislava I
  Bratislava;Letisko M.R.Štefánik;820 01;Bratislava 2;Bratislava I
  Bratislava;Letná;831 03;Bratislava 3;Bratislava I
  Bratislava;Levanduľová;821 07;Bratislava 214;Bratislava I
  Bratislava;Levárska;841 04;Bratislava 4;Bratislava I
  Bratislava;Levická;821 08;Bratislava 2;Bratislava I
  Bratislava;Levočská;851 01;Bratislava 5;Bratislava I
  Bratislava;Lidická;821 04;Bratislava 2;Bratislava I
  Bratislava;Lieskovec;821 06;Bratislava 214;Bratislava I
  Bratislava;Lieskovcová;821 07;Bratislava 214;Bratislava I
  Bratislava;Lieskovská cesta;821 06;Bratislava 214;Bratislava I
  Bratislava;Lietavská;851 06;Bratislava 5;Bratislava I
  Bratislava;Lichardova;811 03;Bratislava 1;Bratislava I
  Bratislava;Likavská;831 01;Bratislava 37;Bratislava I
  Bratislava;Limbová;831 01;Bratislava 37;Bratislava I
  Bratislava;Linzbothova;821 06;Bratislava 214;Bratislava I
  Bratislava;Lipnicová;821 07;Bratislava 214;Bratislava I
  Bratislava;Lipová;811 02;Bratislava 1;Bratislava I
  Bratislava;Lipského;841 01;Bratislava 42;Bratislava I
  Bratislava;Liptovská;821 09;Bratislava 2;Bratislava I
  Bratislava;Lisovňa;831 06;Bratislava 35;Bratislava I
  Bratislava;Listová;821 05;Bratislava 2;Bratislava I
  Bratislava;Líščie nivy;821 08;Bratislava 2;Bratislava I
  Bratislava;Líščie údolie;841 04;Bratislava 4;Bratislava I
  Bratislava;Litovská;841 04;Bratislava 4;Bratislava I
  Bratislava;Lodná;811 02;Bratislava 1;Bratislava I
  Bratislava;Lombardiniho;831 03;Bratislava 3;Bratislava I
  Bratislava;Lomnická;841 10;Bratislava 49;Bratislava I
  Bratislava;Lomonosovova;811 09;Bratislava 1;Bratislava I
  Bratislava;Longobardská;851 10;Bratislava 59;Bratislava I
  Bratislava;Lónyaiová;851 10;Bratislava 59;Bratislava I
  Bratislava;Lopenícka;831 02;Bratislava 3;Bratislava I
  Bratislava;Lotyšská;821 06;Bratislava 214;Bratislava I
  Bratislava;Lovinského;811 04;Bratislava 1;Bratislava I
  Bratislava;Ľubietovská;851 01;Bratislava 5;Bratislava I
  Bratislava;Ľubinská;811 03;Bratislava 1;Bratislava I
  Bratislava;Ľubľanská;831 02;Bratislava 3;Bratislava I
  Bratislava;Ľubochnianska;831 04;Bratislava 3;Bratislava I
  Bratislava;Ľubovnianska;851 07;Bratislava 5;Bratislava I
  Bratislava;Ľubovníková;841 07;Bratislava 49;Bratislava I
  Bratislava;Ľuda Zúbka;;;Bratislava I
  Bratislava;Ľudové námestie;831 03;Bratislava 3;Bratislava I
  Bratislava;Ľudovíta Fullu;841 05;Bratislava 4;Bratislava I
  Bratislava;Ľudovíta Štúra;;;Bratislava I
  Bratislava;Ľudovíta Štúra;;;Bratislava I
  Bratislava;Ludvíka Svobodu;;;Bratislava I
  Bratislava;Luhačovická;821 04;Bratislava 2;Bratislava I
  Bratislava;Lužická;811 08;Bratislava 1;Bratislava I
  Bratislava;Lúčna;821 05;Bratislava 2;Bratislava I
  Bratislava;Lužná;851 04;Bratislava 5;Bratislava I
  Bratislava;Lýcejná;811 03;Bratislava 1;Bratislava I
  Bratislava;Lykovcová;841 04;Bratislava 4;Bratislava I
  Bratislava;Lysákova;841 01;Bratislava 42;Bratislava I
  Bratislava;M. Hella;821 02;Bratislava 2;Bratislava I
  Bratislava;Madáchova;821 06;Bratislava 214;Bratislava I
  Bratislava;Maďarská;851 10;Bratislava 59;Bratislava I
  Bratislava;Magnetová;831 04;Bratislava 3;Bratislava I
  Bratislava;Magnezitová;841 07;Bratislava 49;Bratislava I
  Bratislava;Magnóliová;821 07;Bratislava 214;Bratislava I
  Bratislava;Magurská;831 01;Bratislava 37;Bratislava I
  Bratislava;Macharova;851 01;Bratislava 5;Bratislava I
  Bratislava;Máchova;821 06;Bratislava 214;Bratislava I
  Bratislava;Majakovského;811 04;Bratislava 1;Bratislava I
  Bratislava;Majerníkova;841 05;Bratislava 4;Bratislava I
  Bratislava;Majerova;;;Bratislava I
  Bratislava;Majerská;821 07;Bratislava 214;Bratislava I
  Bratislava;Májkova;811 07;Bratislava 1;Bratislava I
  Bratislava;Majoránová;821 07;Bratislava 214;Bratislava I
  Bratislava;Májová;851 01;Bratislava 5;Bratislava I
  Bratislava;Maková;821 07;Bratislava 214;Bratislava I
  Bratislava;Makovického;831 03;Bratislava 3;Bratislava I
  Bratislava;Malá;811 02;Bratislava 1;Bratislava I
  Bratislava;Malagová;831 52;Bratislava 34;Bratislava I
  Bratislava;Malé pálenisko;821 05;Bratislava 2;Bratislava I
  Bratislava;Malinová;811 04;Bratislava 1;Bratislava I
  Bratislava;Malodunajská;821 07;Bratislava 214;Bratislava I
  Bratislava;Malokarpatské námest;841 03;Bratislava 42;Bratislava I
  Bratislava;Malý Draždiak;850 00;Bratislava 5;Bratislava I
  Bratislava;Malý trh;811 08;Bratislava 1;Bratislava I
  Bratislava;Mamateyova;851 04;Bratislava 5;Bratislava I
  Bratislava;Mamateyova;851 03;Bratislava 5;Bratislava I
  Bratislava;Mandľová;851 10;Bratislava 59;Bratislava I
  Bratislava;Mandľovníková;831 01;Bratislava 37;Bratislava I
  Bratislava;Mánesovo námestie;851 01;Bratislava 5;Bratislava I
  Bratislava;Marečkova;;;Bratislava I
  Bratislava;Margarétková;821 07;Bratislava 214;Bratislava I
  Bratislava;Marhuľová;821 07;Bratislava 214;Bratislava I
  Bratislava;Mariánska;811 08;Bratislava 1;Bratislava I
  Bratislava;Marie Curie-Sklodows;851 04;Bratislava 5;Bratislava I
  Bratislava;Márie Medveďovej;851 04;Bratislava 5;Bratislava I
  Bratislava;Markova;851 01;Bratislava 5;Bratislava I
  Bratislava;Marótyho;811 06;Bratislava 1;Bratislava I
  Bratislava;Martákovej;821 03;Bratislava 2;Bratislava I
  Bratislava;Martina Benku;;;Bratislava I
  Bratislava;Martina Čulena;;;Bratislava I
  Bratislava;Martinčekova;821 09;Bratislava 2;Bratislava I
  Bratislava;Martinčekova;821 01;Bratislava 2;Bratislava I
  Bratislava;Martinengova;811 02;Bratislava 1;Bratislava I
  Bratislava;Martinská;821 05;Bratislava 2;Bratislava I
  Bratislava;Mateja Bela;811 06;Bratislava 1;Bratislava I
  Bratislava;Matejkova;841 05;Bratislava 4;Bratislava I
  Bratislava;Matičná;831 03;Bratislava 3;Bratislava I
  Bratislava;Mätová;821 07;Bratislava 214;Bratislava I
  Bratislava;Matúškova;831 01;Bratislava 37;Bratislava I
  Bratislava;Matúšova;811 04;Bratislava 1;Bratislava I
  Bratislava;Mečíkova;841 07;Bratislava 49;Bratislava I
  Bratislava;Medená;811 02;Bratislava 1;Bratislava I
  Bratislava;Medová;841 10;Bratislava 49;Bratislava I
  Bratislava;Medovková;821 07;Bratislava 214;Bratislava I
  Bratislava;Medveďovej;;;Bratislava I
  Bratislava;Medzierka;811 01;Bratislava 1;Bratislava I
  Bratislava;Medzilaborecká;821 01;Bratislava 2;Bratislava I
  Bratislava;Meličkovej;;;Bratislava I
  Bratislava;Mesačná;821 02;Bratislava 2;Bratislava I
  Bratislava;Mestská;831 03;Bratislava 3;Bratislava I
  Bratislava;Meteorová;821 02;Bratislava 2;Bratislava I
  Bratislava;Metodova;821 08;Bratislava 2;Bratislava I
  Bratislava;Mickiewiczova;811 07;Bratislava 1;Bratislava I
  Bratislava;Mierová;821 05;Bratislava 2;Bratislava I
  Bratislava;Michalská;811 03;Bratislava 1;Bratislava I
  Bratislava;Mikovíniho;831 02;Bratislava 3;Bratislava I
  Bratislava;Mikulášska;811 01;Bratislava 1;Bratislava I
  Bratislava;Milana Marečka;841 08;Bratislava 49;Bratislava I
  Bratislava;Milana Pišúta;841 07;Bratislava 49;Bratislava I
  Bratislava;Miletičova;821 09;Bratislava 2;Bratislava I
  Bratislava;Miletičova;821 08;Bratislava 2;Bratislava I
  Bratislava;Mišíkova;811 06;Bratislava 1;Bratislava I
  Bratislava;Mišíkova;811 04;Bratislava 1;Bratislava I
  Bratislava;Mišíkova;811 04;Bratislava 1;Bratislava I
  Bratislava;Mládežnícka;841 10;Bratislava 49;Bratislava I
  Bratislava;Mliekárenská;821 09;Bratislava 2;Bratislava I
  Bratislava;Mlynarovičova;851 03;Bratislava 5;Bratislava I
  Bratislava;Mlynská;841 07;Bratislava 49;Bratislava I
  Bratislava;Mlynská dolina;841 04;Bratislava 4;Bratislava I
  Bratislava;Mlynská dolina;811 04;Bratislava 1;Bratislava I
  Bratislava;Mlynská dolina;811 02;Bratislava 1;Bratislava I
  Bratislava;Mlynské luhy;821 05;Bratislava 2;Bratislava I
  Bratislava;Mlynské nivy;821 09;Bratislava 2;Bratislava I
  Bratislava;Mlynské nivy;821 05;Bratislava 2;Bratislava I
  Bratislava;Mlynské nivy;821 05;Bratislava 2;Bratislava I
  Bratislava;Mlynské nivy;811 09;Bratislava 1;Bratislava I
  Bratislava;Modranská;831 02;Bratislava 3;Bratislava I
  Bratislava;Modricová;821 07;Bratislava 214;Bratislava I
  Bratislava;Modrý chodník;831 06;Bratislava 35;Bratislava I
  Bratislava;Mojmírova;821 08;Bratislava 2;Bratislava I
  Bratislava;Mokráň záhon;821 04;Bratislava 2;Bratislava I
  Bratislava;Mokrohájska cesta;841 04;Bratislava 4;Bratislava I
  Bratislava;Moldavská;821 03;Bratislava 2;Bratislava I
  Bratislava;Molecova;841 04;Bratislava 4;Bratislava I
  Bratislava;Monardová;821 06;Bratislava 214;Bratislava I
  Bratislava;Morava;841 07;Bratislava 49;Bratislava I
  Bratislava;Moravská;831 03;Bratislava 3;Bratislava I
  Bratislava;Morušova;851 10;Bratislava 59;Bratislava I
  Bratislava;Moskovská;811 08;Bratislava 1;Bratislava I
  Bratislava;Most SNP;851 01;Bratislava 5;Bratislava I
  Bratislava;Mostná;821 07;Bratislava 214;Bratislava I
  Bratislava;Mostová;811 02;Bratislava 1;Bratislava I
  Bratislava;Mošovského;811 03;Bratislava 1;Bratislava I
  Bratislava;Motýlia;821 05;Bratislava 2;Bratislava I
  Bratislava;Moyšova;841 02;Bratislava 42;Bratislava I
  Bratislava;Moyzesova;811 05;Bratislava 1;Bratislava I
  Bratislava;Mozartova;811 02;Bratislava 1;Bratislava I
  Bratislava;Mramorová;821 06;Bratislava 214;Bratislava I
  Bratislava;Mraziarenská;821 08;Bratislava 2;Bratislava I
  Bratislava;Mrázova;;;Bratislava I
  Bratislava;Mrázova;831 06;Bratislava 35;Bratislava I
  Bratislava;Mudrochova;831 06;Bratislava 35;Bratislava I
  Bratislava;Mudroňova;811 04;Bratislava 1;Bratislava I
  Bratislava;Mudroňova;811 03;Bratislava 1;Bratislava I
  Bratislava;Mudroňova;811 01;Bratislava 1;Bratislava I
  Bratislava;Muchovo námestie;851 01;Bratislava 5;Bratislava I
  Bratislava;Muránska;841 10;Bratislava 49;Bratislava I
  Bratislava;Murgašova;811 04;Bratislava 1;Bratislava I
  Bratislava;Murnice;840 09;Bratislava 49;Bratislava I
  Bratislava;Muškátová;821 01;Bratislava 2;Bratislava I
  Bratislava;Muštová;831 02;Bratislava 3;Bratislava I
  Bratislava;Múzejná;811 02;Bratislava 1;Bratislava I
  Bratislava;Myjavská;811 03;Bratislava 1;Bratislava I
  Bratislava;Mýtna;811 07;Bratislava 1;Bratislava I
  Bratislava;Mýtna;811 05;Bratislava 1;Bratislava I
  Bratislava;Na Baránku;811 04;Bratislava 1;Bratislava I
  Bratislava;Na barine;841 03;Bratislava 42;Bratislava I
  Bratislava;Na Brezinách;811 05;Bratislava 1;Bratislava I
  Bratislava;Na doline;831 07;Bratislava 36;Bratislava I
  Bratislava;Na grbe;841 07;Bratislava 49;Bratislava I
  Bratislava;Na Grunte;831 52;Bratislava 34;Bratislava I
  Bratislava;Na Holom vrchu;841 06;Bratislava 48;Bratislava I
  Bratislava;Na hrádzi;851 10;Bratislava 59;Bratislava I
  Bratislava;Na Hrebienku;811 02;Bratislava 1;Bratislava I
  Bratislava;Na hriadkach;841 07;Bratislava 49;Bratislava I
  Bratislava;Na Kalvárii;811 04;Bratislava 1;Bratislava I
  Bratislava;Na kaštieli;841 07;Bratislava 49;Bratislava I
  Bratislava;Na kopci;811 02;Bratislava 1;Bratislava I
  Bratislava;Na križovatkách;821 04;Bratislava 2;Bratislava I
  Bratislava;Na lánoch;821 04;Bratislava 2;Bratislava I
  Bratislava;Na medzi;831 06;Bratislava 35;Bratislava I
  Bratislava;Na mýte;841 07;Bratislava 49;Bratislava I
  Bratislava;Na pántoch;831 06;Bratislava 35;Bratislava I
  Bratislava;Na pasekách;831 06;Bratislava 35;Bratislava I
